Date,Close/Last,Open,High,Low
03/01/2023,116.9363,115.4474,117.5302,115.1508
02/28/2023,113.7244,112.5677,114.7966,111.8569
02/27/2023,112.7478,112.3039,113.3734,112.0358
02/24/2023,111.8367,111.1726,111.8367,110.3597
02/23/2023,112.8746,113.9372,114.4501,112.1333
02/22/2023,114.1421,115.5785,115.5817,113.3325
02/21/2023,116.3632,117.107,118.0601,115.7157
02/17/2023,117.642,117.3122,117.8551,115.408
02/16/2023,119.2935,118.2269,120.2925,116.7536
02/15/2023,119.3113,120.2875,120.2875,118.0322
02/14/2023,122.8335,121.5485,123.4819,120.5726
02/13/2023,122.6073,122.5635,123.3515,121.4745
02/10/2023,123.4366,123.954,124.3955,122.3524
02/09/2023,124.1311,128.1082,128.6398,123.6396
02/08/2023,126.6637,127.9025,128.1238,126.2745
02/07/2023,127.6624,126.579,128.9617,125.7425
02/06/2023,126.204,126.5638,126.6845,125.2255
02/03/2023,127.6037,129.1497,130.5055,127.0998
02/02/2023,132.5895,136.6612,137.0014,131.3293
02/01/2023,136.1006,132.9796,137.1582,131.9781
01/31/2023,133.5136,131.9231,133.61,131.6559
01/30/2023,132.8577,134.1731,134.8871,132.8577
01/27/2023,134.7912,135.6475,136.162,134.1204
01/26/2023,136.8872,138.7555,138.8742,135.4561
01/25/2023,139.1578,135.5108,139.3689,135.5024
01/24/2023,136.5497,135.4844,136.8673,133.3766
01/23/2023,135.4977,134.2281,135.5717,132.8181
01/20/2023,135.6664,132.7912,135.7205,131.8412
01/19/2023,133.5883,131.3968,134.3267,130.7094
01/18/2023,131.1598,134.2139,135.1908,131.1598
01/17/2023,132.2486,135.2696,135.4627,131.7452
01/13/2023,136.6999,135.3396,137.1938,135.1007
01/12/2023,135.1004,135.1327,135.8142,132.8778
01/11/2023,133.0755,134.6995,134.8834,131.8137
01/10/2023,133.9512,132.0257,134.1108,131.0383
01/09/2023,131.3287,133.3788,133.9091,131.2182
01/06/2023,132.0412,130.9032,132.9813,129.1714
01/05/2023,128.8957,127.2838,128.9422,126.2231
01/04/2023,129.6912,126.3805,130.1234,126.2683
01/03/2023,124.1899,122.5951,126.5273,122.4904
12/30/2022,120.857,121.4943,121.8318,119.8911
12/29/2022,121.6226,122.2069,123.1572,121.3614
12/28/2022,121.0708,123.7644,123.969,120.6815
12/27/2022,124.8474,122.4317,126.1171,122.2445
12/23/2022,121.8884,121.2343,122.8632,119.5425
12/22/2022,121.086,120.5672,121.1327,118.2653
12/21/2022,121.919,121.5825,122.9159,121.2774
12/20/2022,120.6208,117.5601,121.3638,117.3708
12/19/2022,115.6673,118.2986,118.5559,115.1675
12/16/2022,117.5809,116.347,118.6157,115.6125
12/15/2022,116.891,119.0491,119.4564,116.8555
12/14/2022,122.0206,122.6948,123.2548,120.2758
12/13/2022,122.8174,124.0421,125.6482,121.5562
12/12/2022,119.9248,118.5078,119.9418,117.6654
12/09/2022,119.8965,122.7752,124.2503,119.8757
12/08/2022,121.7707,123.4405,123.5228,121.3888
12/07/2022,121.5576,120.6652,122.6976,120.5648
12/06/2022,119.4075,121.9293,122.3526,119.1633
12/05/2022,120.1885,123.5951,123.6638,119.8056
12/02/2022,124.3967,122.207,124.9582,121.2182
12/01/2022,124.3717,123.0416,124.9982,121.8012
11/30/2022,120.7296,118.6547,121.2691,116.7412
11/29/2022,116.5926,114.9701,117.2328,114.8452
11/28/2022,113.3551,117.5973,117.7197,113.2249
11/25/2022,118.2579,119.3677,119.5879,117.8621
11/23/2022,119.5157,117.5641,119.7353,116.9143
11/22/2022,118.1717,114.2816,118.1945,114.0449
11/21/2022,113.0432,112.8836,113.1914,111.1748
11/18/2022,113.8006,112.7408,113.8214,112.045
11/17/2022,112.8064,112.3622,113.1045,111.4619
11/16/2022,114.8914,115.433,116.3032,114.7253
11/15/2022,115.9516,118.0089,118.1032,114.907
11/14/2022,117.2019,116.7464,118.1521,116.2077
11/11/2022,117.4019,116.5791,117.5669,115.7749
11/10/2022,116.379,113.3017,116.8588,113.2275
11/09/2022,108.9591,111.9903,112.661,108.4807
11/08/2022,112.1432,106.5312,113.666,106.1676
11/07/2022,106.6448,106.9108,107.2678,105.0065
11/04/2022,106.3024,100.1573,106.4141,100.0766
11/03/2022,96.9746,97.9306,98.6847,96.3588
11/02/2022,99.2374,105.9767,106.3708,99.092
11/01/2022,105.4331,106.2863,107.4376,105.2618
10/31/2022,103.3085,103.3489,104.5853,102.9478
10/28/2022,104.8794,103.7181,104.8991,102.8696
10/27/2022,105.6516,106.8567,107.8432,105.5825
10/26/2022,107.123,105.5789,108.676,105.5599
10/25/2022,103.8639,102.3996,104.3929,102.3996
10/24/2022,102.3805,102.2441,102.6741,100.5607
10/21/2022,103.6947,99.1068,103.9032,98.7928
10/20/2022,98.6479,97.4769,100.9837,97.2141
10/19/2022,97.2813,98.1983,98.348,96.6653
10/18/2022,99.9836,100.1453,100.7458,98.6717
10/17/2022,99.0766,99.0414,100.6555,98.8811
10/14/2022,96.4173,100.1928,100.4104,96.1341
10/13/2022,100.9574,98.6215,101.3613,95.3247
10/12/2022,101.8306,100.8033,102.3979,100.0524
10/11/2022,101.0801,101.9764,104.0407,100.5822
10/10/2022,101.8905,102.0165,103.8186,101.5045
10/07/2022,103.3058,107.0804,107.2859,103.2208
10/06/2022,108.3781,106.7219,108.6021,105.9049
10/05/2022,107.2849,106.623,107.3285,104.607
10/04/2022,108.8997,107.8461,110.4709,107.3248
10/03/2022,105.9987,102.6659,105.9987,102.6288
09/30/2022,100.9057,99.2802,103.013,98.6282
09/29/2022,99.3503,97.7273,99.4477,96.2314
09/28/2022,98.1746,93.7418,98.288,93.6688
09/27/2022,92.0576,93.1433,94.3434,91.8346
09/26/2022,91.4024,93.1105,94.371,90.0832
09/23/2022,93.8109,96.7336,96.7645,92.5075
09/22/2022,99.0273,100.3656,101.5771,98.6582
09/21/2022,99.5325,100.3723,102.4483,98.1249
09/20/2022,99.7217,100.7801,100.7801,98.6929
09/19/2022,102.4249,98.3655,102.4878,98.3184
09/16/2022,99.7607,97.7868,101.2368,96.7459
09/15/2022,99.1789,101.133,102.4493,98.2963
09/14/2022,102.2603,102.8615,103.847,101.9733
09/13/2022,102.3809,103.4751,105.0282,102.1371
09/12/2022,106.5771,107.1117,107.666,105.9334
09/09/2022,105.0001,103.6454,105.0637,103.1015
09/08/2022,102.0742,99.7907,102.0742,99.5446
09/07/2022,100.6772,96.5021,101.1629,95.8813
09/06/2022,97.0794,98.7789,100.2302,96.7831
09/02/2022,98.0675,96.8121,99.7848,95.8307
09/01/2022,94.7051,95.9751,96.305,94.4226
08/31/2022,98.0521,98.8389,99.8317,98.0494
08/30/2022,99.6074,102.0681,102.2442,98.9307
08/29/2022,102.5092,102.9258,104.6591,102.0594
08/26/2022,103.8399,109.0477,109.2431,103.0738
08/25/2022,108.7666,108.655,108.8302,107.2594
08/24/2022,107.7685,105.5091,107.7931,104.9638
08/23/2022,106.2173,104.5826,108.1957,104.548
08/22/2022,103.9199,102.9022,104.1829,102.2063
08/19/2022,104.0673,105.8105,105.8445,103.9081
08/18/2022,106.7349,106.2546,107.194,105.8662
08/17/2022,106.0047,109.1724,109.2408,105.5962
08/16/2022,110.0961,109.2855,110.2234,108.2618
08/15/2022,109.542,109.2291,109.8019,107.9097
08/12/2022,111.6197,109.8295,111.8244,109.7608
08/11/2022,109.4317,111.7063,112.7715,109.2455
08/10/2022,111.7961,111.4442,113.5951,110.7586
08/09/2022,110.4554,111.5235,111.5456,108.6792
08/08/2022,110.6683,109.9108,111.9392,109.9108
08/05/2022,107.9984,105.9565,108.0172,104.3399
08/04/2022,108.1842,105.6372,109.5752,105.0268
08/03/2022,104.5617,106.9245,106.9567,103.6456
08/02/2022,106.4751,108.6553,110.4718,106.4194
08/01/2022,107.9769,109.2182,109.2182,107.1291
07/29/2022,108.733,107.5071,109.2859,105.248
07/28/2022,107.0244,107.2859,108.2892,105.3394
07/27/2022,104.1855,102.3069,104.7155,101.1449
07/26/2022,102.2488,101.1735,102.7489,101.0932
07/25/2022,100.6479,103.1546,103.2203,99.8149
07/22/2022,103.0569,105.9938,107.9611,102.7188
07/21/2022,104.3915,102.9986,105.1393,102.276
07/20/2022,103.0185,105.7664,106.9976,103.0051
07/19/2022,105.8656,105.133,107.0631,104.6188
07/18/2022,104.6451,105.2052,106.81,104.6417
07/15/2022,103.2388,103.993,104.1782,101.1616
07/14/2022,103.4354,104.1586,104.6293,100.5568
07/13/2022,108.2689,105.0262,110.2092,104.5908
07/12/2022,105.664,106.9305,108.4413,104.891
07/11/2022,107.6012,107.5922,109.6973,107.4361
07/08/2022,108.9675,110.3161,111.1769,107.8725
07/07/2022,109.7363,108.9992,111.579,108.707
07/06/2022,107.794,108.2518,108.8794,104.537
07/05/2022,108.1452,112.5944,112.5975,105.9606
07/01/2022,114.0991,109.6342,114.7643,108.7684
06/30/2022,111.118,114.7784,115.2717,110.7778
06/29/2022,115.7903,118.6283,118.8796,114.565
06/28/2022,117.0491,120.9013,121.0018,116.8833
06/27/2022,120.2514,119.3345,120.552,117.8818
06/24/2022,119.3368,115.8352,119.5137,114.5892
06/23/2022,115.8041,119.5956,120.9081,114.7822
06/22/2022,120.2811,121.9401,123.7735,120.2694
06/21/2022,122.8579,121.2813,124.6156,121.2677
06/17/2022,121.42,122.8669,122.9802,120.3983
06/16/2022,123.3185,120.6741,124.3745,118.3867
06/15/2022,121.8962,122.7254,124.1711,118.8019
06/14/2022,120.6074,123.6241,123.6738,119.2272
06/13/2022,123.7432,129.4913,129.891,123.6493
06/10/2022,132.9215,125.6091,133.8417,124.1251
06/09/2022,127.1515,130.8819,131.0433,127.1473
06/08/2022,132.0553,132.3501,133.2835,131.0603
06/07/2022,132.9894,131.9067,133.5251,131.314
06/06/2022,132.2598,134.6394,135.2266,131.2648
06/03/2022,133.5852,135.3074,136.5487,133.1295
06/02/2022,136.779,131.8147,137.3955,131.6998
06/01/2022,129.793,129.6506,130.9421,128.1854
05/31/2022,128.7648,132.7359,134.5432,127.8308
05/27/2022,132.0894,132.7141,132.9683,131.0204
05/26/2022,131.2799,131.1175,132.732,130.3147
05/25/2022,131.6301,130.8391,132.0485,129.7784
05/24/2022,132.4706,130.886,133.0469,129.2878
05/23/2022,130.4307,132.2118,132.3203,129.0286
05/20/2022,129.5181,130.465,130.4883,127.3902
05/19/2022,130.0431,125.9324,131.2709,125.8788
05/18/2022,123.4601,126.9141,127.0408,123.3847
05/17/2022,127.3207,127.6729,128.6869,125.8239
05/16/2022,125.807,124.873,126.4867,124.5011
05/13/2022,124.8699,121.8022,126.1321,121.6997
05/12/2022,122.1882,125.6151,125.8493,119.7694
05/11/2022,128.0056,130.3935,132.857,127.6131
05/10/2022,128.3773,132.0396,132.5683,126.2797
05/09/2022,129.9558,134.3825,135.552,129.7594
05/06/2022,138.5108,139.38,140.3763,137.5876
05/05/2022,140.4812,147.1244,147.231,138.4978
05/04/2022,145.9891,142.7702,146.3494,141.2723
05/03/2022,143.0832,141.1098,144.5364,141.1098
05/02/2022,140.5137,139.543,140.5592,136.7876
04/29/2022,142.6141,146.0645,147.3382,142.4866
04/28/2022,144.0817,141.2084,144.5519,140.2519
04/27/2022,141.2065,142.2532,144.0778,141.0079
04/26/2022,141.9196,146.3182,146.9277,141.8829
04/25/2022,145.7985,146.3128,147.631,142.0128
04/22/2022,151.1392,153.9607,154.8952,150.1859
04/21/2022,156.4776,163.2553,163.377,154.8068
04/20/2022,165.2184,163.3605,165.6284,161.5316
04/19/2022,163.5471,165.1996,166.7659,162.598
04/18/2022,167.7631,169.7602,171.4253,167.7224
04/14/2022,167.7552,166.8465,168.5505,165.388
04/13/2022,167.6171,165.6113,168.1727,164.8545
04/12/2022,163.9634,164.8207,167.0474,162.9612
04/11/2022,162.7691,165.964,166.7568,161.153
04/08/2022,163.6745,161.1201,164.3349,161.0338
04/07/2022,159.9164,158.3323,160.9412,157.6544
04/06/2022,157.9933,159.1476,159.7205,156.286
04/05/2022,158.0859,162.9752,165.3385,157.4014
04/04/2022,162.2516,163.9128,164.6381,160.174
04/01/2022,163.1953,157.7388,163.3323,157.7388
03/31/2022,158.423,159.7487,161.2439,158.3964
03/30/2022,159.7089,158.4025,160.617,158.2917
03/29/2022,157.4829,152.5769,157.5149,151.30
03/28/2022,156.1592,158.1215,158.645,155.3956
03/25/2022,160.7893,159.0979,160.8617,158.568
03/24/2022,160.5969,161.9136,164.2175,160.0642
03/23/2022,160.5455,158.963,160.8631,157.5403
03/22/2022,157.4417,158.8521,158.8551,155.5776
03/21/2022,159.1496,156.7897,161.0206,156.788
03/18/2022,155.8041,155.7411,157.5054,154.5767
03/17/2022,156.9471,155.431,159.937,155.3196
03/16/2022,153.0761,152.5728,154.101,149.5028
03/15/2022,153.1237,148.0215,154.6455,148.0215
03/14/2022,151.7849,155.4058,155.9232,149.9449
03/11/2022,158.725,157.1904,159.8899,155.5772
03/10/2022,160.6295,158.5859,162.0196,158.5859
03/09/2022,157.5399,154.833,158.2648,152.8686
03/08/2022,159.0849,158.6914,165.5451,156.0154
03/07/2022,157.652,155.5764,158.958,153.5879
03/04/2022,155.0497,150.6285,155.8346,150.5713
03/03/2022,150.1841,148.7349,150.2235,147.1718
03/02/2022,148.9116,147.6017,149.3444,146.2593
03/01/2022,149.3638,144.1162,149.5938,144.0654
02/28/2022,142.8142,144.0761,144.6749,141.5943
02/25/2022,142.9392,138.91,143.2902,138.6612
02/24/2022,140.4549,146.2488,146.9923,137.7879
02/23/2022,143.2598,139.7573,144.5611,139.6252
02/22/2022,140.0125,143.0624,143.8242,139.2056
02/18/2022,142.0829,143.0007,143.6813,140.9664
02/17/2022,143.5044,141.6094,144.4121,139.9931
02/16/2022,139.5015,137.0239,140.0328,137.0239
02/15/2022,135.7273,135.0139,135.9372,132.3259
02/14/2022,137.1641,136.1685,137.5175,135.1623
02/11/2022,134.9285,128.1486,136.0066,127.9631
02/10/2022,128.2372,130.76,133.1688,127.6014
02/09/2022,131.5963,131.1197,132.9769,130.9092
02/08/2022,131.3912,129.0479,131.3964,128.7415
02/07/2022,128.871,125.5758,129.4993,125.1362
02/04/2022,124.5764,123.4803,125.8474,123.4803
02/03/2022,124.1313,125.6686,126.0051,123.2081
02/02/2022,126.2431,126.68,128.1982,125.0737
02/01/2022,126.4582,126.1598,127.4944,124.645
01/31/2022,125.0125,121.9917,125.116,121.7319
01/28/2022,121.0913,120.9083,121.1353,119.0088
01/27/2022,122.1428,123.8221,126.0012,121.8356
01/26/2022,125.8055,128.8838,131.1655,124.7693
01/25/2022,129.8637,127.5122,130.4839,126.097
01/24/2022,128.4003,128.5215,128.9227,123.9852
01/21/2022,129.9938,134.5037,134.5037,129.3466
01/20/2022,133.902,137.1989,137.4311,133.8219
01/19/2022,136.4777,128.7337,136.9347,128.5561
01/18/2022,127.096,127.9504,129.9118,126.726
01/14/2022,128.5357,129.7623,129.7712,127.2914
01/13/2022,130.0015,131.4659,132.305,129.9502
01/12/2022,131.8876,130.1309,131.939,129.2586
01/11/2022,129.2732,126.7836,129.3012,125.8085
01/10/2022,126.4867,123.9053,126.4915,122.7405
01/07/2022,124.436,123.8687,125.0421,122.5316
01/06/2022,123.3809,125.484,126.141,123.3036
01/05/2022,127.6641,131.2128,133.1023,127.5381
01/04/2022,130.1628,130.2927,132.2186,129.7012
01/03/2022,129.7064,130.8095,130.8889,129.5152
12/31/2021,132.4543,132.3431,132.7403,131.376
12/30/2021,131.6777,129.8741,131.9215,129.8686
12/29/2021,129.6611,129.2271,131.1811,128.5509
12/28/2021,130.2468,130.7567,132.3001,130.1434
12/27/2021,130.7715,130.1559,131.6457,129.4133
12/23/2021,130.6124,129.2832,131.1593,128.4919
12/22/2021,129.6071,127.9413,129.7394,126.7105
12/21/2021,127.9845,127.1979,128.6035,126.2646
12/20/2021,126.3842,125.7257,126.4215,124.2109
12/17/2021,126.5878,127.0658,128.9117,126.3363
12/16/2021,126.5696,122.8965,126.7925,122.8965
12/15/2021,120.4256,121.5381,121.5381,117.2593
12/14/2021,122.2812,122.5911,124.4021,122.0573
12/13/2021,124.1545,124.1806,125.8119,123.5213
12/10/2021,124.0495,125.8581,125.8581,123.4968
12/09/2021,125.1981,126.7213,126.7767,124.6966
12/08/2021,128.8882,128.2891,129.1341,127.3615
12/07/2021,128.5983,127.5267,129.7958,127.446
12/06/2021,127.2316,125.4401,127.5541,124.2023
12/03/2021,125.5222,125.4418,126.112,123.3689
12/02/2021,125.1992,125.882,126.1422,123.1569
12/01/2021,125.9635,131.4362,133.5772,125.9116
11/30/2021,130.2202,131.861,135.0773,129.3813
11/29/2021,131.3531,130.4413,131.504,128.7822
11/26/2021,131.057,133.5575,133.9612,128.6608
11/24/2021,133.3271,132.7662,134.0536,132.2111
11/23/2021,133.4613,133.4337,134.5647,131.8065
11/22/2021,135.2846,135.0471,137.2379,132.8126
11/19/2021,137.7807,139.464,140.8397,137.7482
11/18/2021,140.3106,141.5925,142.1533,139.5459
11/17/2021,142.3004,142.32,144.5348,141.7031
11/16/2021,141.4815,143.9372,144.642,141.2674
11/15/2021,143.7449,143.462,144.1252,142.0219
11/12/2021,143.5931,141.4265,144.4712,140.8911
11/11/2021,142.9438,140.4677,143.4704,140.4471
11/10/2021,138.533,138.9421,141.8585,138.1867
11/09/2021,136.6118,135.3503,136.6515,133.411
11/08/2021,135.1988,135.0914,135.548,134.0383
11/05/2021,134.094,131.1786,134.094,130.4569
11/04/2021,130.4837,132.818,134.9987,130.3185
11/03/2021,131.5536,128.3597,132.0824,127.8085
11/02/2021,130.07,129.8075,130.0782,128.6721
11/01/2021,130.7217,129.5492,131.3744,128.6153
10/29/2021,129.6116,131.6738,131.6738,129.5232
10/28/2021,133.4997,134.8277,135.4638,133.1571
10/27/2021,135.1279,135.4085,136.672,134.7891
10/26/2021,136.1203,135.73,136.6008,135.0129
10/25/2021,136.7021,135.8025,137.5885,135.2241
10/22/2021,134.3423,135.471,138.4856,133.8153
10/21/2021,133.5065,133.121,133.6787,132.0503
10/20/2021,133.778,133.1167,134.8763,132.2347
10/19/2021,132.2654,133.2345,133.5675,131.1999
10/18/2021,130.5348,131.2665,131.9594,130.1833
10/15/2021,132.0603,130.7517,133.2161,130.0353
10/14/2021,132.8517,131.8155,133.1014,131.2592
10/13/2021,129.7807,126.0512,130.3915,126.0458
10/12/2021,125.1981,123.7394,125.7791,122.9237
10/11/2021,123.3116,124.0696,125.7095,123.1331
10/08/2021,123.754,125.68,126.6339,123.6658
10/07/2021,122.96,121.0262,124.0785,120.9967
10/06/2021,121.2895,118.6199,121.3354,117.7721
10/05/2021,119.199,118.891,119.4544,116.6674
10/04/2021,119.6434,118.4497,120.6942,118.4497
10/01/2021,118.4398,119.561,119.561,117.2795
09/30/2021,118.9604,117.9795,120.9985,117.6943
09/29/2021,117.0647,119.4781,119.5464,116.718
09/28/2021,119.9944,118.7685,120.3074,117.9656
09/27/2021,120.1411,119.9519,122.3613,119.3922
09/24/2021,119.7752,119.5654,121.3513,119.3135
09/23/2021,120.4864,122.1254,122.4236,120.3308
09/22/2021,122.7034,123.3545,125.6318,122.6116
09/21/2021,122.5184,123.4854,124.8238,121.9557
09/20/2021,122.5365,122.1595,122.8292,120.8318
09/17/2021,123.704,124.2082,124.2438,122.5396
09/16/2021,124.9425,128.6689,128.6904,123.5801
09/15/2021,131.2325,129.7995,132.1651,129.7995
09/14/2021,130.5332,130.7421,131.9143,129.478
09/13/2021,130.1166,128.5397,131.3289,127.8136
09/10/2021,128.4156,129.9435,130.8688,128.4001
09/09/2021,130.131,131.8959,131.9618,129.5508
09/08/2021,131.4264,132.0413,132.5435,130.4544
09/07/2021,132.3022,134.5682,135.3784,131.911
09/03/2021,136.0392,134.7886,137.2455,134.6115
09/02/2021,132.8015,132.5273,133.0986,131.6174
09/01/2021,132.66,134.6696,134.6942,132.5552
08/31/2021,134.063,132.3372,134.063,131.9983
08/30/2021,132.2022,134.8561,135.139,131.9215
08/27/2021,134.4645,129.2805,135.0246,128.8238
08/26/2021,129.1082,128.8906,130.7658,128.5032
08/25/2021,129.9092,130.8651,130.9601,128.9154
08/24/2021,132.0264,132.4323,132.8571,131.189
08/23/2021,131.4614,128.7664,132.1463,128.0228
08/20/2021,125.887,124.9141,127.0028,124.9141
08/19/2021,125.7768,127.8271,127.8271,125.2017
08/18/2021,128.4939,131.9106,131.9115,127.6233
08/17/2021,132.0664,133.3929,133.9193,130.9834
08/16/2021,134.0505,135.1097,135.4854,133.2052
08/13/2021,135.2741,134.4872,136.0789,134.0607
08/12/2021,133.0387,134.1704,134.2482,131.5802
08/11/2021,135.3489,133.7907,135.9011,133.7783
08/10/2021,132.0977,132.5422,133.6171,131.353
08/09/2021,133.0054,134.6194,135.7935,132.8496
08/06/2021,136.7611,136.5584,137.7256,134.7177
08/05/2021,139.8017,141.4829,142.3131,139.5599
08/04/2021,141.8636,145.2122,146.4754,141.855
08/03/2021,143.4675,142.2655,143.5906,141.6901
08/02/2021,142.1324,143.7696,143.8187,141.5404
07/30/2021,143.7696,143.3319,145.2504,142.625
07/29/2021,144.3257,143.7461,145.8663,142.9963
07/28/2021,140.47,137.5272,140.5082,137.496
07/27/2021,138.0905,138.1313,138.366,136.548
07/26/2021,138.1238,135.7441,138.924,135.7441
07/23/2021,135.6362,136.0142,136.2169,134.3694
07/22/2021,136.5876,137.2712,137.6132,134.5322
07/21/2021,137.7589,134.1052,138.2335,134.0931
07/20/2021,135.1341,135.1154,137.0671,134.1648
07/19/2021,134.315,135.1317,136.1026,132.8295
07/16/2021,137.5622,141.6213,141.6326,137.0464
07/15/2021,142.4966,141.447,142.5419,140.7768
07/14/2021,141.432,143.5757,144.1199,140.9324
07/13/2021,140.6175,139.8198,143.0788,139.7995
07/12/2021,139.3373,140.3149,141.7986,138.9137
07/09/2021,141.3666,138.59,141.9142,138.5757
07/08/2021,137.9797,142.4958,142.8244,137.1851
07/07/2021,142.5946,143.5134,143.5625,141.1573
07/06/2021,142.5325,144.9285,145.4078,141.2792
07/02/2021,142.9571,143.0284,143.6924,141.2993
07/01/2021,140.8713,142.9559,143.3026,140.0515
06/30/2021,141.1674,139.7162,141.8466,139.4899
06/29/2021,139.6978,138.1114,141.0397,138.0125
06/28/2021,140.4305,142.0433,142.775,139.3725
06/25/2021,141.9852,144.582,145.0787,141.8619
06/24/2021,143.2305,144.1234,144.4386,142.5941
06/23/2021,142.9249,145.1749,146.3867,142.9029
06/22/2021,143.6815,143.0454,144.3706,142.2301
06/21/2021,144.1317,143.1578,144.4949,141.5078
06/18/2021,141.8165,145.2776,145.9264,141.7792
06/17/2021,145.2311,148.492,150.4853,144.514
06/16/2021,154.1555,156.0122,158.2735,153.7175
06/15/2021,156.6258,159.2064,159.2404,155.317
06/14/2021,158.9991,157.124,160.445,157.124
06/11/2021,160.0913,162.1815,162.9773,159.7143
06/10/2021,162.7768,159.1069,162.8669,158.582
06/09/2021,158.8329,159.3002,160.7823,158.8234
06/08/2021,159.0846,160.4268,161.1339,159.0234
06/07/2021,161.2814,160.7604,161.6295,159.6406
06/04/2021,162.0619,161.4641,163.0574,161.2086
06/03/2021,159.958,161.3203,161.5171,159.1648
06/02/2021,165.6963,165.3096,166.5153,164.536
06/01/2021,165.6429,165.6144,167.0885,164.2582
05/28/2021,163.9562,162.086,164.0957,161.9721
05/27/2021,163.1378,162.6474,163.8871,161.9056
05/26/2021,163.2878,164.1042,165.6494,162.7198
05/25/2021,163.3706,163.5941,164.4152,161.499
05/24/2021,163.9924,163.1512,164.4415,162.9117
05/21/2021,163.0609,164.9729,165.4443,161.7262
05/20/2021,164.0544,162.0426,165.2059,161.478
05/19/2021,162.003,164.0835,166.4407,160.3285
05/18/2021,165.332,166.0026,166.7897,163.2928
05/17/2021,166.0094,158.9309,166.4956,158.3884
05/14/2021,166.0094,154.9596,157.6395,154.9596
05/13/2021,152.944,152.7002,153.8833,151.3299
05/12/2021,153.6571,156.6986,157.7192,153.0341
05/11/2021,157.1376,151.4855,157.3678,151.1067
05/10/2021,154.7186,158.8179,159.606,154.6504
05/07/2021,156.276,156.028,156.7637,154.3957
05/06/2021,153.8115,149.7426,155.0226,149.7327
05/05/2021,148.0911,147.4432,148.2446,146.1237
05/04/2021,146.5827,148.2864,150.4371,145.1813
05/03/2021,148.7181,144.7904,149.3195,144.5073
04/30/2021,142.1302,143.5593,144.6033,142.0133
04/29/2021,144.2986,146.7685,146.7727,142.6331
04/28/2021,147.6136,144.675,148.482,143.8691
04/27/2021,146.0423,148.9454,149.3053,145.957
04/26/2021,148.9292,148.8561,149.5146,147.7103
04/23/2021,148.5325,150.0044,150.8312,147.9144
04/22/2021,148.5536,150.244,150.3214,147.6897
04/21/2021,151.7641,149.0126,151.7748,148.4078
04/20/2021,148.4062,147.1172,148.6015,146.3919
04/19/2021,147.5738,148.9889,149.3271,146.5616
04/16/2021,149.1587,150.0507,150.0507,148.1093
04/15/2021,148.1539,144.174,149.1261,144.0776
04/14/2021,142.1291,142.5926,144.0093,141.822
04/13/2021,143.014,141.9771,144.0379,141.9752
04/12/2021,140.814,142.9619,142.9619,140.3312
04/09/2021,143.7612,141.64,144.10,141.5686
04/08/2021,144.2571,142.8628,144.7241,142.5797
04/07/2021,140.6657,142.4704,142.4731,140.4019
04/06/2021,143.0331,141.8529,144.4987,141.8011
04/05/2021,140.6323,140.5839,142.0481,139.3803
04/01/2021,139.9288,136.2114,139.9412,136.1622
03/31/2021,134.3921,132.0718,135.5818,131.884
03/30/2021,131.7279,132.6451,133.2427,131.0351
03/29/2021,135.8801,134.9063,135.9411,132.6031
03/26/2021,135.8709,133.1459,135.8978,133.0983
03/25/2021,132.8373,132.9918,133.9225,131.1374
03/24/2021,133.696,135.3402,136.2436,133.5514
03/23/2021,135.283,138.8695,138.8695,134.8853
03/22/2021,140.1479,141.1089,142.1596,140.0807
03/19/2021,141.5706,141.0772,142.1011,140.0144
03/18/2021,141.2689,141.8692,144.2886,140.8661
03/17/2021,144.2008,139.3392,145.349,138.7509
03/16/2021,140.4169,142.1341,142.2569,139.9932
03/15/2021,142.1201,140.4434,142.2741,140.1703
03/12/2021,139.7329,136.3001,140.0216,135.3583
03/11/2021,139.1429,137.0313,139.2003,136.6648
03/10/2021,135.6462,135.5186,136.5821,134.0967
03/09/2021,134.7504,135.7662,137.0758,133.8172
03/08/2021,131.7058,133.132,133.8946,131.4413
03/05/2021,133.5832,130.6866,133.8578,128.302
03/04/2021,130.6778,131.4839,134.0473,128.0818
03/03/2021,131.7959,131.7231,132.9559,129.0934
03/02/2021,134.843,131.1221,135.9533,131.0299
03/01/2021,130.3307,132.8872,134.1407,129.3683
02/26/2021,130.7857,135.5326,136.1453,129.7197
02/25/2021,137.3639,141.8539,143.8097,136.8419
02/24/2021,143.3547,139.4246,144.096,137.8341
02/23/2021,140.9007,141.8535,141.9159,136.6214
02/22/2021,143.6846,138.0025,144.2493,137.7694
02/19/2021,136.7814,136.4637,138.3806,135.9394
02/18/2021,135.7169,137.0227,138.7256,134.4836
02/17/2021,137.4314,137.9573,138.1213,136.1148
02/16/2021,140.0021,140.6909,142.7701,139.9956
02/12/2021,141.7242,139.8075,143.1148,138.7067
02/11/2021,141.2893,143.7907,144.6302,140.6711
02/10/2021,143.651,145.6531,146.1969,142.5728
02/09/2021,143.9214,144.9812,144.9812,142.6928
02/08/2021,144.5679,143.7076,145.0515,142.988
02/05/2021,141.5205,138.6363,141.5776,137.894
02/04/2021,137.508,135.8045,137.6807,134.333
02/03/2021,139.6336,139.7487,140.7544,138.5642
02/02/2021,139.0538,142.0426,142.1774,138.3921
02/01/2021,146.3172,144.0165,149.6902,143.2131
01/29/2021,138.5889,143.4975,144.4239,138.0335
